HEAD	PHRASE	FREQ
bands	bands of <M>	451
<M>	<M> and children	451
<W>	<W> in india	451
view	view of <M>	451
troop	troop of <M>	450
<M>	<M> on foot	450
<W>	italian <W>	450
<M>	<M> of standing	449
<M>	<M> armed	448
<M>	<M> of taste	448
figures	<W> figures	448
<M>	several other <M>	448
respondents	<W> respondents	447
homes	homes of <M>	446
<M>	fine <M>	446
forms	forms of <M>	446
<M>	only few <M>	445
<M>	<M> with him	445
<M>	young black <M>	445
participants	<W> participants	445
<M>	wretched <M>	445
relationship	relationship between <M>	444
tract	<W> genital tract	444
arms	arms of <M>	444
roles	<W> roles	443
saviour	saviour of <M>	443
<M>	<M> of spirit	443
<M>	<M> looked	443
counterparts	their <W> counterparts	443
children	children of <W>	441
<M>	<M> and guns	441
interests	interests of <W>	441
<W>	virtuous <W>	441
<M>	<M> in state	440
<M>	almost all <M>	440
<M>	150 <M>	439
respondents	<M> respondents	439
<M>	other three <M>	439
want	want of <M>	439
families	families of <M>	439
<M>	<M> gathered	438
<M>	<M> selected	438
<M>	<M> hold	438
majority	vast majority of <W>	438
<M>	every <M>	437
<M>	<M> of culture	437
<M>	<M> aged	436
attitude	attitude of <M>	436
mob	mob of <M>	436
likeness	likeness of <M>	435
dress	dress of <W>	435
percent	only percent of <W>	435
quarters	<W> 's quarters	435
<W>	<W> of house	434
<W>	<W> of species	434
<M>	two strong <M>	433
<M>	<M> of	433
eyes	eyes of all <M>	432
representation	representation of <W>	431
<M>	unhappy <M>	431
<W>	<W> undergoing	431
pictures	pictures of <W>	431
<M>	young <M> were	430
<M>	<M> of north	430
<M>	<M> doing	430
<M>	<M> waiting	428
<M>	<M> of city	428
<W>	clever <W>	428
behalf	behalf of <M>	427
<M>	all wise <M>	427
<M>	<M> moving	427
prisoners	<M> prisoners	427
<M>	tired <M>	426
<W>	<W> lived	426
<W>	<W> here	426
<W>	<W> and boys	426
throng	throng of <M>	425
<W>	<W> was	425
example	example of <M>	425
community	community of <W>	425
<M>	<M> like me	425
colleges	<W> 's colleges	424
<M>	<M> in group	424
number	considerable number of <M>	424
friend	<W> friend	424
relatives	<M> relatives	424
<M>	excellent <M>	424
<W>	nine <W>	424
<M>	<M> in ranks	424
<M>	decent <M>	423
<M>	<M> of party	423
<M>	state <M>	422
<M>	inferior <M>	422
<M>	his best <M>	422
rights	equal rights for <W>	421
<M>	<M> see	421
things	all things to all <M>	421
<M>	<M> lying	421
rape	<M> rape	420
<M>	<M> at	420
<M>	<M> and supplies	420
<M>	<M> have had	420
body	no body of <M>	419
<M>	<M> of village	418
labor	<W> labor	418
half	half of <M>	418
<M>	<M> on deck	417
<W>	infected <W>	417
health	health of <W>	417
relation	relation to <M>	417
<W>	free <W>	416
<M>	respectable <M>	416
<M>	wiser <M>	416
absence	absence of <M>	416
<M>	<M> of color	416
loveliness	<W> loveliness	416
<M>	<M> believed	416
<M>	<M> of church	415
mass	great mass of <M>	415
views	views of <M>	415
mice	mice and <M>	415
<W>	<W> with disorder	414
<W>	roman <W>	414
<M>	valiant <M>	414
education	higher education of <W>	414
<M>	your own <M>	414
infertility	<M> infertility	413
sound	sound of <M>	413
destinies	destinies of <M>	413
<M>	<M> had known	413
<W>	bad <W>	413
<M>	80,000 <M>	412
<W>	fallen <W>	412
position	position of <M>	411
<M>	<M> behind him	411
<M>	<M> of all ages	411
<M>	weary <M>	411
<M>	<M> of all classes	410
<M>	<M> in blue	410
<M>	made <M>	410
<W>	<W> is	410
<W>	<W> of america	410
<M>	<M> and events	409
<M>	<M> feel	409
<W>	little <W>	409
heart	heart of <M>	409
plight	plight of <W>	409
<M>	faithful <M>	409
victims	<W> victims	409
<W>	all pregnant <W>	409
<M>	25,000 <M>	408
<M>	straight <M>	408
<M>	<M> died	408
<W>	fewer <W>	408
<M>	<M> at table	408
<M>	bearded <M>	408
<M>	other white <M>	408
group	little group of <M>	408
<W>	all three <W>	407
<M>	holy <M> of god	407
gangs	gangs of <M>	407
pair	pair of <M>	406
<M>	<M> <M>	406
<W>	egyptian <W>	405
<M>	<M> seeking	405
<M>	alpha <M>	405
<M>	other great <M>	404
bodies	large bodies of <M>	404
nation	nation of <M>	403
study	study of <M>	403
name	name of <M>	403
<M>	5,000 <M>	403
hearts	<W> 's hearts	403
gaze	<M> gaze	403
migrants	<W> migrants	402
pictures	pictures of <M>	402
memories	memories of <M>	402
consciences	<M> 's consciences	401
sight	sight of <W>	401
labour	<W> labour	401
%	approximately % of <W>	401
<W>	noble <W>	401
<M>	good many <M>	401
<M>	naked <M>	401
<M>	1,000 <M>	400
<M>	inspired <M>	400
<M>	<M> sought	400
relationships	relationships with <M>	400
<M>	<M> of influence	400
<M>	three white <M>	400
<M>	capable <M>	399
<M>	prudent <M>	398
privilege	<M> privilege	398
meeting	meeting of <M>	398
respect	respect of <M>	397
<M>	<M> of distinction	397
admiration	admiration of <M>	397
<M>	<M> had made	397
<W>	respectable <W>	397
<M>	<M> of will	396
<M>	skilled <M>	395
<M>	plain <M>	395
choice	<W> choice	395
<M>	<M> and material	394
<M>	missing <M>	394
orgasm	<W> orgasm	394
control	control of <M>	393
<M>	guilty <M>	393
<M>	two such <M>	393
<M>	both <M> and horses	393
<M>	all <M> living	392
folk	<W> folk	392
<M>	<M> in office	392
<W>	<W> <W>	392
hand	<W> hand	391
minorities	minorities and <W>	391
<W>	normal <W>	389
<M>	your fellow <M>	389
place	place of <M>	389
<M>	his two <M>	389
examples	examples of <M>	388
wives	other <M> 's wives	388
breast	<W> breast	388
<W>	<W> of rank	388
<M>	picked <M>	388
thought	thought of <M>	387
<M>	fallen <M>	387
heads	heads of <W>	387
<M>	<M> of sort	387
life	life of <W>	387
ships	ships and <M>	387
<M>	young <M> are	387
labor	labor of <M>	386
servants	<M> servants	386
<M>	<M> of times	386
<M>	<M> on	385
<M>	<M> of century	385
managers	<W> managers	385
set	any set of <M>	385
reinforcement	reinforcement of <M>	385
protection	protection of <W>	384
<M>	devout <M>	384
children	children and <M>	384
<M>	<M> found	384
<M>	competent <M>	384
<M>	all <M> are	384
<M>	<M> of all ranks	383
<M>	<M> chosen	383
eyes	<W> 's eyes	383
<M>	some good <M>	382
education	education of <M>	382
thousands	many thousands of <M>	382
<M>	cruel <M>	382
minds	minds of <W>	382
athletes	<M> athletes	382
<W>	<W> in positions	382
dress	<W> 's dress	381
<M>	<M> led	381
<W>	<W> took	381
<M>	idle <M>	381
<M>	<M> had fought	381
officers	<W> officers	380
emancipation	<W> 's emancipation	380
rights	<W> 's human rights	380
<M>	<M> to do	380
<M>	2,000 <M>	379
talk	talk of <M>	379
masters	masters and <M>	379
<M>	3,000 <M>	379
leaders	leaders of <M>	378
<M>	city <M>	377
experience	experience of <W>	376
offspring	<M> offspring	376
equality	equality between <M>	376
<W>	<W> in america	376
numbers	great numbers of <M>	376
world	world of <W>	376
exclusion	exclusion of <W>	375
<M>	sleeping <M>	375
movement	<W> 's liberation movement	375
kinds	all kinds of <M>	375
<M>	marching <M>	375
confidence	confidence of <M>	375
soldiers	<W> soldiers	374
<W>	<W> used	374
<M>	excited <M>	374
<M>	your old <M>	374
<W>	<W> or children	374
physicians	<W> physicians	373
actions	<M> 's actions	372
<W>	<W> met	372
<W>	<W> in societies	372
<W>	<W> more	372
<M>	being <M>	372
<W>	<W> of town	371
<M>	<M> call	371
<M>	all dead <M>	371
development	<W> 's development	371
<M>	selfish <M>	371
<M>	several hundred <M>	369
heirs	<M> heirs	369
experiences	experiences of <M>	369
<M>	<M> in society	369
<W>	<W> made	369
<W>	some young <W>	369
<M>	<M> and percent	367
type	type of <M>	367
movement	<W> 's rights movement	367
<M>	<M> looking	367
<W>	<W> religious	367
<M>	civilised <M>	367
<M>	<M> of fashion	367
class	no class of <M>	367
<M>	<M> of kind	367
charms	<W> charms	366
<M>	<M> in field	366
<M>	dominant <M>	366
<W>	each <W>	365
companionship	<W> companionship	365
classes	classes of <M>	365
sight	sight of all <M>	365
<W>	<W> with disorders	364
<M>	sober <M>	364
classes	two classes of <M>	364
parent	<M> parent	364
<M>	seafaring <M>	363
<M>	<M> of merit	363
<M>	many learned <M>	363
<M>	remarkable <M>	363
<M>	large <M>	363
<M>	asian <M>	362
<M>	four other <M>	362
<M>	<M> of position	362
<M>	their great <M>	362
%	only % of <W>	362
<W>	lovely <W>	362
<M>	<M> taking	361
<M>	influential <M>	361
<W>	born <W>	361
sample	sample of <W>	361
<M>	smaller <M>	361
<M>	2000 <M>	361
<M>	head <M>	360
<M>	<M> of integrity	360
<W>	three young <W>	360
<M>	<M> in positions	360
<M>	strongest <M>	360
<M>	thy <M>	360
<M>	<M> making	359
character	<M> character	359
<M>	principal <M>	359
<W>	greek <W>	359
<M>	active <M>	359
<M>	<M> possessed	359
<W>	religious <W>	359
<M>	<M> gave	359
<W>	<W> wanted	358
<W>	loose <W>	357
<M>	<M> of company	357
<W>	<W> at risk	357
<W>	lesbian <W>	357
<M>	<M> put	357
training	training of <M>	356
<M>	<M> built	356
nature	nature of <W>	356
<W>	all young <W>	355
respect	respect for <W>	355
<M>	<M> of quality	354
<M>	<M> spoke	354
<M>	<M> would be	354
system	<W> reproductive system	354
<W>	weak <W>	354
<M>	<M> and affairs	354
parts	<W> parts	354
<M>	<M> willing	353
element	<W> element	353
relationships	relationships between <M>	353
sports	<W> 's sports	353
need	need of <M>	352
<M>	600 <M>	352
<M>	<M> seek	352
brains	brains of <M>	352
<M>	<M> of eminence	351
genitalia	<W> genitalia	351
wine	wine and <W>	351
<W>	mostly <W> and children	351
form	<M> form	350
<M>	<M> of judah	350
<M>	200,000 <M>	350
<M>	<M> in boats	350
<M>	6000 <M>	350
<M>	<M> of thought	350
<M>	<M> as <M>	350
<M>	<M> seemed	349
<M>	<M> and brethren	349
deaths	deaths of <M>	349
<W>	<W> in science	349
<M>	<M> seem	349
<W>	twenty <W>	349
%	about % of <W>	348
<M>	between <M>	348
favor	favor of <M>	348
<M>	<M> of abilities	348
<M>	<M> interested	348
<M>	<M> in it	348
<M>	<M> on shore	347
<M>	1000 <M>	347
<M>	natural <M>	347
agency	<W> agency	347
<M>	masked <M>	347
wages	<W> 's wages	347
<M>	up <M>	346
<M>	japanese <M>	346
roles	roles of <W>	346
<W>	<W> suffering	346
relationships	relationships with <W>	345
<W>	<W> like that	345
<M>	lawless <M>	345
participants	<M> participants	345
<M>	<M> of passions	345
<M>	unarmed <M>	345
<W>	irish <W>	345
courage	courage of <M>	345
side	side of <M>	344
<M>	3000 <M>	344
<M>	<M> of peace	344
<M>	each <M>	343
part	greater part of <M>	343
<M>	lost <M>	343
<M>	<M> wish	343
mice	<W> mice	342
servant	<W> servant	342
<W>	other young <W>	342
<M>	<M> in uniforms	342
subjects	<M> subjects	342
<M>	800 <M>	342
apartments	<W> 's apartments	342
feet	<M> 's feet	341
principle	<M> principle	341
authority	authority of <M>	340
officer	<W> officer	340
<M>	<M> meet	340
conditions	conditions of <M>	340
<M>	2 <M>	339
relatives	<W> relatives	339
power	power of <W>	339
<W>	vietnamese <W>	339
world	<W> world	338
<M>	all thinking <M>	338
<W>	<W> in history	338
<M>	<M> named	338
welfare	welfare of <M>	337
<M>	<M> on both sides	337
suffrage	universal <M> suffrage	337
community	community of <M>	337
<M>	moderate <M>	337
<M>	<M> of his time	337
happiness	happiness of <M>	337
<M>	<M> about	337
way	way with <M>	337
<W>	<W> dressed	337
friends	his <M> friends	336
footsteps	footsteps of <M>	336
set	one set of <M>	336
<M>	grave <M>	336
way	way with <W>	335
<M>	oxford <M>	335
<M>	army <M>	335
fishers	you fishers of <M>	335
<M>	<M> of species	335
<W>	<W> take	335
student	<W> student	334
<M>	<M> composing	334
nurse	<M> nurse	334
proportion	large proportion of <M>	334
<W>	<W> between ages	334
partner	<W> partner	334
images	images of <M>	333
<W>	<W> of village	333
<M>	5000 <M>	333
number	greater number of <M>	333
<M>	enlightened <M>	333
<M>	<M> of town	332
health	health of <M>	332
<M>	homeless <M>	332
<M>	<M> of wit	332
<M>	serious <M>	332
roles	<M> roles	332
<W>	<W> make	332
<M>	<M> and <M>	331
<M>	<M> with guns	331
money	money and <M>	330
<M>	<M> placed	330
respect	respect to <W>	330
half	half of <W>	330
<M>	fat <M>	330
<W>	<W> like you	330
<W>	<W> of all classes	330
descendants	descendants of <M>	330
parties	parties of <M>	330
<M>	<M> of mind	329
offenders	<M> offenders	329
experience	<W> 's experience	329
<M>	<M> of note	329
partners	their <M> partners	328
subjects	<W> subjects	328
<W>	rich <W>	328
<W>	employed <W>	328
imagination	imagination of <M>	328
participation	<W> participation	327
<M>	<M> of views	327
<M>	born <M>	327
desire	<M> desire	327
adolescents	<W> adolescents	327
birds	<M> birds	327
<M>	<M> had served	326
beauty	<M> beauty	326
<M>	<M> ready	326
<W>	<W> of character	325
shrieks	shrieks of <W>	325
<M>	<M> taken	325
<M>	<M> in coats	325
tramp	tramp of <M>	325
<W>	% <W>	325
way	way of <W>	325
<W>	other two <W>	325
number	sufficient number of <M>	324
<M>	<M> responsible	324
<M>	300,000 <M>	324
<M>	10 <M>	324
mice	<M> mice	324
<W>	afghan <W>	324
front	front of his <M>	323
wickedness	wickedness of <M>	323
employment	employment of <M>	323
dogs	dogs and <M>	323
<M>	<M> sat	322
escort	an escort of <M>	322
<W>	<W> with epilepsy	322
parent	<W> parent	322
<M>	<M> and ships	321
wages	<M> 's wages	321
<W>	<W> treated	321
<M>	<M> speak	321
<M>	4000 <M>	321
lack	lack of <M>	321
energy	<W> energy	321
<M>	<M> stand	321
<M>	* <M>	320
<M>	<M> needed	320
<M>	<M> with faces	320
<W>	first <W>	320
<M>	liberty <M>	320
<M>	<M> of south	319
<W>	<W> and groups	319
<M>	spiritual <M>	319
<W>	postmenopausal <W> with cancer	319
<M>	<M> have done	319
arrival	arrival of <M>	319
<M>	<M> say	319
<W>	innocent <W> and children	318
<W>	<W> and <W>	318
<M>	<M> do not know	318
authors	<W> authors	318
line	long line of <M>	317
<M>	injured <M>	317
doctors	<W> doctors	317
ideas	ideas of <M>	316
<M>	his merry <M>	316
<M>	<M> appointed	316
<M>	proud <M>	316
<M>	all king 's <M>	316
flesh	flesh of <M>	315
percentage	percentage of <M>	315
<W>	<W> older	315
leaders	<M> leaders	315
<W>	<W> and gender	315
partners	<M> partners	315
rest	rest of his <M>	315
benefit	benefit of <M>	314
advice	advice of <M>	314
<W>	<W> use	314
<M>	<M> assembled	314
<W>	<W> of england	314
service	service of <M>	314
<M>	starving <M>	314
<W>	<W> ]	313
will	will of <M>	313
read	read of all <M>	313
<M>	<M> possess	313
organisations	<W> 's organisations	313
labor	labor of <W>	312
curiosity	<W> curiosity	312
ignorance	ignorance of <M>	312
regiment	regiment of <M>	312
<M>	their best <M>	312
ones	<W> ones	312
movements	movements of <M>	312
<M>	<M> in places	312
<M>	all <M> were	312
aid	aid of <M>	312
<M>	some white <M>	312
<M>	european <M>	312
<M>	greater <M>	311
time	time of <M>	311
genitalia	<M> genitalia	311
care	care of <W>	311
<M>	two <M> whose	311
<M>	approximately <M>	311
<W>	wise <W>	310
assembly	an assembly of <M>	310
<W>	all <W> in world	310
action	action of <M>	310
<W>	<W> wearing	309
<M>	<M> interviewed	309
<W>	<W> carrying	309
houses	houses of <M>	309
<M>	all your <M>	309
advancement	advancement of <W>	309
biographies	biographies of <M>	309
<M>	few white <M>	309
<M>	especially <M>	308
backs	backs of <M>	308
poets	<W> poets	308
<M>	uniformed <M>	308
supremacy	<M> supremacy	307
<W>	incarcerated <W>	307
energy	<M> energy	307
bodies	<M> bodies	307
<M>	what <M>	307
<M>	mean <M>	307
liberation	liberation of <W>	306
victims	<M> victims	306
<M>	happy <M>	306
organs	<W> organs	306
<M>	hearted <M>	306
<W>	wealthy <W>	306
file	file of <M>	306
<M>	<M> and measures	306
<W>	<W> like her	305
class	any class of <M>	305
assistance	assistance of <M>	305
<W>	diabetic <W>	305
<M>	<M> and cattle	305
government	government of <M>	305
<M>	elder <M>	305
favour	favour of <M>	304
<M>	british <M>	304
<M>	<M> of army	304
<W>	<W> entering	303
<M>	you two <M>	303
<M>	<M> of parts	303
jury	jury of <M>	303
minds	minds of all <M>	303
<M>	<M> to work	303
<M>	drowning <M>	303
hormones	<W> hormones	303
trafficking	trafficking in <W>	303
friend	<M> friend	303
attention	<M> 's attention	302
interest	interest of <M>	302
acquaintance	acquaintance of <M>	302
image	image of <W>	302
<M>	<M> bearing	302
<M>	<M> of ireland	301
<M>	<M> wished	301
<M>	1 <M>	301
front	front of <W>	301
<M>	<M> watching	301
<M>	50 <M>	300
<W>	minded <W>	300
<M>	<M> formed	300
exception	exception of <M>	300
<M>	20 <M>	299
<W>	asian american <W>	299
<W>	<W> of household	299
<M>	<M> of stature	299
<W>	<W> had been	299
agency	<W> 's agency	299
<M>	<M> of mark	299
<M>	<M> of reputation	298
circumcision	<M> circumcision	298
<W>	<W> attending	298
<M>	as many <M>	298
<M>	hard <M>	298
<M>	<M> of <M>	298
<M>	<M> use	298
<W>	<W> born	298
<M>	celebrated <M>	298
<M>	<M> of races	297
<W>	<W> sitting	297
<W>	risk <W>	297
<M>	only two <M>	297
<M>	perfect <M>	297
role	<W> role	297
<M>	<M> from	296
<M>	english <M>	296
children	all children of <M>	296
judges	<W> judges	296
<W>	minority <W>	296
<M>	<M> of law	296
rush	rush of <M>	296
weakness	<W> weakness	296
<M>	fresh <M>	296
side	<M> side	295
<M>	unemployed <M>	295
<W>	<W> in areas	295
<M>	dangerous <M>	295
screams	screams of <W>	295
<M>	young <M> and boys	295
form	form of <M>	295
<M>	nine <M> out	294
<M>	<M> of his class	294
<W>	urban <W>	294
<M>	<M> of worth	294
<W>	mature <W>	293
<M>	<M> older	293
subject	<M> subject	293
rape	rape of <W>	293
<W>	hebrew <W>	293
<M>	miserable <M>	293
<W>	<W> in life	293
relationships	<W> relationships	292
weight	weight of <M>	292
sake	sake of <M>	292
<W>	<W> married	292
<W>	new <W>	292
acts	acts of <M>	292
<M>	such <M> as	292
bonding	<M> bonding	292
<W>	<W> diagnosed	292
behavior	<W> behavior	291
<M>	<M> in trenches	291
<M>	<M> had gone	291
fortunes	fortunes of <M>	291
attention	<M> attention	291
nurses	<W> nurses	290
<W>	catholic <W>	290
writing	<W> 's writing	290
spirits	<M> 's spirits	290
scientists	<W> scientists	290
<M>	various <M>	290
<M>	<M> in all ages	290
<M>	<M> of revolution	289
sons	all sons of <M>	289
master	master of <M>	289
<M>	any other <M>	289
succession	succession of <M>	289
<W>	helpless <W>	289
<W>	fine <W>	288
gametes	<M> gametes	288
<W>	korean <W>	288
<M>	last <M>	287
<M>	clad <M>	287
<M>	shipwrecked <M>	287
<W>	silly <W>	287
<M>	<M> and books	287
<M>	<M> returning	286
percent	about percent of <W>	286
total	total of <W>	286
equality	equality for <W>	286
<W>	unfortunate <W>	286
<W>	<W> with endometriosis	286
<W>	our young <W>	286
<M>	<M> ought	286
<M>	many wise <M>	286
<W>	dead <W>	286
<W>	<W> come	285
<W>	<W> of god	285
<M>	<M> of nations	285
ngos	<W> 's ngos	285
<M>	such young <M>	285
<M>	<M> of understanding	285
quarters	<M> 's quarters	284
<W>	<W> loved	284
<M>	rational <M>	284
<M>	<M> in states	284
<W>	<W> of south	284
<M>	five thousand <M>	284
graves	graves of <M>	284
<M>	<M> and equipment	284
imaginations	imaginations of <M>	284
<M>	<M> look	283
friend	friend of <M>	283
types	types of <M>	283
<M>	6,000 <M>	283
<M>	all true <M>	283
corps	corps of <M>	283
<M>	<M> like	282
<M>	<M> of ages	282
relationship	relationship between <W>	282
<W>	active <W>	282
passions	<M> 's passions	281
<M>	700 <M>	281
<M>	<M> wore	281
<M>	two different <M>	281
dwellings	dwellings of <M>	281
nations	all nations of <M>	281
<W>	half <W>	281
salvation	salvation of all <M>	281
property	property of <M>	280
committee	committee of <M>	280
desire	<W> desire	280
superiority	<M> superiority	280
<W>	society <W>	280
<W>	<W> and their children	280
breasts	breasts of <M>	279
<M>	ail <M>	279
<W>	handsome <W>	279
tract	<W> reproductive tract	279
<M>	<M> on duty	279
guests	<M> guests	279
idea	idea of <W>	279
prison	<W> 's prison	278
<M>	two older <M>	278
<M>	murdered <M>	278
dresses	<W> 's dresses	278
<M>	bold <M>	278
abodes	abodes of <M>	278
<M>	two dead <M>	277
scores	scores of <W>	277
<W>	looking <W>	277
manners	manners of <M>	277
<W>	income <W>	277
<M>	<M> in whose	277
<M>	cambridge <M>	277
<M>	<M> behind	277
<M>	railway <M>	277
<W>	<W> go	277
enfranchisement	enfranchisement of <W>	277
existence	existence of <M>	276
<M>	two blind <M>	276
<M>	<M> outside	276
<W>	farm <W>	276
choice	choice of <M>	276
selection	selection of <M>	276
kind	kind of <W>	276
<W>	healthy postmenopausal <W>	276
sufferings	sufferings of <M>	276
<M>	<M> and arms	276
<W>	most young <W>	276
<M>	<M> in way	275
dealings	his dealings with <M>	275
<M>	<M> acting	275
<M>	remaining <M>	275
races	all races of <M>	275
representation	<W> 's representation	275
<M>	<M> trying	275
<M>	<M> using	275
equality	equality of all <M>	275
<M>	<M> of judgment	274
dozens	dozens of <W>	274
<M>	<M> distinguished	274
<M>	<M> qualified	274
<W>	<W> were not	274
