HEAD	PHRASE	FREQ
rest	the rest of his <M>	315
apartments	the <W> 's apartments	315
<W>	<W> and gender	315
want	want of <M>	315
<M>	the railroad <M>	314
<M>	<M> looked	314
<M>	four other <M>	314
<M>	10 <M>	314
<M>	the <M> being	314
majority	the majority of the <W>	313
<W>	<W> and groups	313
read	read of all <M>	313
money	money and <M>	313
<M>	some white <M>	312
<M>	the <M> of war	312
help	the help of <M>	312
king	the king of <M>	312
<M>	their best <M>	312
<M>	<M> of position	311
numbers	the numbers of <M>	311
<M>	<M> on foot	310
<W>	the holy <W>	310
sample	a sample of <W>	310
generations	the generations of <M>	310
child	the <M> child	309
hand	a <W> hand	309
interests	the interests of <M>	309
<M>	<M> in society	309
<M>	all your <M>	309
<M>	<M> and ships	309
<M>	<M> in positions	309
<M>	those great <M>	308
<W>	the <W> of america	308
<M>	what <M>	307
<M>	the <M> of old	307
<M>	<M> of note	307
multitude	the multitude of <M>	306
representation	the representation of <W>	306
students	the <M> students	306
class	any class of <M>	305
<M>	<M> worked	305
<W>	the <W> in this study	305
%	about % of <W>	305
parties	parties of <M>	305
<M>	the <M> built	304
<M>	<M> of thought	304
lives	the lives of the <W>	304
friendship	the friendship of <M>	304
escort	an escort of <M>	304
minds	the minds of all <M>	303
<M>	these wise <M>	303
<M>	you two <M>	303
<W>	the black <W>	303
<W>	<W> treated	302
hearts	hearts of <M>	301
<W>	<W> of the class	301
<M>	<M> looking	301
<M>	only the <M>	301
work	the work of the <M>	301
sons	sons of <M>	301
children	children of <M>	301
<M>	the twelve <M>	300
principle	the <M> principle	299
<M>	<M> in uniforms	299
<M>	<M> with faces	299
<M>	the <M> of judah	299
flowers	the <M> flowers	299
<W>	<W> know	299
<M>	the two <M> were	299
<M>	as many <M>	298
<M>	these unfortunate <M>	297
<M>	the human <M>	297
<W>	<W> of all classes	297
<W>	both the <W>	296
children	all the children of <M>	296
<W>	<W> of the classes	296
spirits	the spirits of the <M>	295
<M>	the <M> want	295
protection	the protection of <W>	295
<M>	2 <M>	294
way	the way of <W>	294
<M>	nine <M> out	294
<M>	all wise <M>	293
girls	the girls and <W>	293
<M>	the <M> of ireland	293
<M>	<M> older	293
experience	the experience of <W>	293
<M>	such <M> as	292
tramp	the tramp of <M>	292
<W>	the <W> met	292
<M>	<M> have made	292
<M>	<M> of wit	292
<M>	<M> and cattle	292
<M>	50 <M>	292
hands	the hands of these <M>	292
<M>	<M> and <M>	292
knowledge	the knowledge of <M>	292
respect	respect for <W>	291
stories	the stories of <W>	291
trafficking	trafficking in <W>	291
<M>	<M> ready	290
<M>	<M> in all ages	290
charge	charge of <M>	290
exclusion	the exclusion of <W>	290
<M>	<M> of spirit	290
<M>	<M> of eminence	289
<M>	any other <M>	289
<M>	<M> fought	289
teachers	the <W> teachers	289
<W>	<W> there	289
lot	the lot of <W>	289
brains	the brains of <M>	289
<W>	<W> between the ages	288
<M>	<M> at work	288
<M>	two <M> standing	288
cries	the cries of <M>	288
<M>	<M> of quality	288
<W>	innocent <W> and children	287
<W>	<W> use	287
<M>	the alpha <M>	287
<M>	the unfortunate <M>	287
<W>	<W> like her	287
front	front of his <M>	287
<M>	up <M>	287
<M>	<M> and books	287
conversation	the conversation of <M>	286
<M>	<M> hold	286
<W>	our young <W>	286
<M>	many wise <M>	286
equality	equality for <W>	286
<W>	<W> with endometriosis	286
<W>	<W> lived	285
<M>	such young <M>	285
respect	respect to <W>	285
<M>	the <M> interviewed	285
<M>	<M> take	284
<W>	the <W> of the species	284
<M>	five thousand <M>	284
<M>	a young <M>	284
kind	kind of <M>	283
<M>	all true <M>	283
<W>	the <W> of england	283
<M>	6,000 <M>	283
imagination	the imagination of <M>	283
%	only % of <W>	283
<W>	<W> diagnosed	282
<M>	<M> loved	282
<W>	<W> ]	282
<M>	<M> do not know	282
<M>	the <M> of the regiment	281
<M>	<M> as <M>	281
support	the support of <M>	281
<W>	the adult <W>	281
<M>	the <M> holding	280
mass	a mass of <M>	280
parent	the <M> parent	280
<M>	the <M> of the century	280
<M>	<M> of views	280
<M>	<M> waiting	279
<M>	<M> of worth	279
<M>	20 <M>	278
abodes	the abodes of <M>	278
<M>	<M> of the type	278
<M>	the <M> used	278
regiment	a regiment of <M>	278
part	the part of the <W>	278
<M>	the <M> in the boats	278
<M>	<M> at	278
dogs	dogs and <M>	277
side	the <M> side	277
<M>	these five <M>	277
<M>	the state <M>	277
<M>	even the <M>	277
<W>	other young <W>	277
names	the names of <W>	277
front	front of <M>	276
roles	the roles of <W>	276
<M>	<M> of abilities	276
<W>	most young <W>	276
body	this body of <M>	275
<M>	<M> to do	275
<M>	the eight <M>	275
percentage	the percentage of <M>	275
<M>	the northern <M>	275
pictures	pictures of <M>	275
<W>	the <W> in the group	275
<M>	<M> of the character	274
slaves	the <W> slaves	274
<W>	<W> wanted	274
<M>	<M> interested	274
examples	examples of <M>	274
nature	the <W> nature	274
races	the races of <M>	274
workers	the <W> workers	274
<M>	the <M> in the ranks	273
<M>	the <M> of his time	273
<M>	the <M> of the church	273
total	a total of <W>	273
<M>	700 <M>	273
salvation	the salvation of all <M>	273
<W>	the <W> knew	272
<W>	<W> entering	272
<M>	8,000 <M>	272
<W>	<W> with	272
<M>	the <M> of the revolution	272
absence	the absence of <M>	272
<M>	<M> and measures	272
characters	the characters of the <M>	272
<M>	1 <M>	271
<M>	<M> and arms	271
list	the list of <M>	271
colleagues	her <M> colleagues	271
employment	the employment of <M>	271
half	half of the <M>	270
<M>	the <M> of the family	270
<W>	these three <W>	270
shouts	the shouts of <M>	270
example	the example of <M>	270
<M>	the <M> of the south	270
<M>	the <M> love	270
<W>	the peasant <W>	270
<M>	four young <M>	270
<M>	the remaining <M>	270
<W>	<W> of god	270
tract	the <W> reproductive tract	270
<M>	the <M> led	270
<M>	<M> of reputation	270
<M>	the bad <M>	269
<M>	the <M> on deck	269
sons	all the sons of <M>	269
<M>	<M> of parts	269
servant	a <W> servant	269
<W>	<W> of character	269
wickedness	the wickedness of <M>	268
spirit	the spirit of the <M>	268
<M>	good <M> and true	268
<M>	many white <M>	268
use	the use of <M>	267
idea	the idea of <W>	267
name	the name of <M>	267
<W>	the <W> have	267
body	a <W> body	267
relationships	relationships between <M>	267
<M>	<M> of mark	267
<M>	<M> on	266
<W>	<W> take	266
list	a list of <M>	266
<M>	my merry <M>	266
<M>	<M> and equipment	266
<W>	those <W> are	266
<W>	them <W>	266
class	one class of <M>	266
memories	the memories of <M>	266
<M>	250 <M>	265
<M>	the wild <M>	265
<W>	the <W> of the village	265
way	the way with <M>	265
dwellings	the dwellings of <M>	265
assembly	an assembly of <M>	265
majority	a majority of <M>	264
<M>	o <M>	264
<M>	<M> wish	264
<M>	the <M> called	264
<M>	<M> of peace	263
<M>	<M> or animals	263
views	the views of <M>	263
<W>	those <W> whose	263
<W>	<W> wearing	263
<M>	<M> would be	263
authority	the authority of <M>	262
jury	a jury of <M>	262
dealings	his dealings with <M>	262
knowledge	knowledge of <M>	262
enfranchisement	the enfranchisement of <W>	261
<M>	4,000 <M>	261
tradition	the tradition of <M>	261
numbers	numbers of <W>	261
<M>	the <M> carried	261
<W>	<W> dressed	261
<M>	only two <M>	260
<M>	<M> of judgment	260
boys	the boys and <M>	260
<M>	two different <M>	259
wages	the wages of <M>	259
<W>	<W> in history	259
advancement	the advancement of <W>	259
<M>	all <M> unto me	259
army	his army of <M>	259
<W>	the first <W>	259
majority	a majority of <W>	259
power	the power of <W>	259
<M>	the <M> composing	259
<M>	<M> lying	259
<W>	<W> of rank	259
<M>	3 <M>	258
will	good will toward <M>	258
<W>	<W> as a group	258
<M>	the principal <M>	257
actions	actions of <M>	257
races	races of <M>	257
form	the form of <M>	257
<W>	<W> in life	257
parent	the <W> parent	257
society	a society of <M>	256
<M>	<M> taken	256
<M>	the more <M>	256
body	body of <M>	256
partner	the <M> partner	256
<M>	its great <M>	256
friend	a <M> friend	255
hands	the hands of the <W>	255
minds	the minds of <W>	255
subject	the subject of <W>	255
<W>	over <W>	255
student	a <W> student	255
patient	a <W> patient	255
scores	scores of <W>	255
<W>	<W> born	254
admiration	the admiration of <M>	254
case	the case of the <M>	254
<M>	4 <M>	254
handful	the handful of <M>	254
liberation	the liberation of <W>	254
force	a large force of <M>	254
<M>	the worst <M>	254
<M>	ninety <M>	253
<M>	three white <M>	253
<M>	<M> batter	253
relations	relations between <M>	253
room	the <W> 's room	253
experiences	the experiences of <M>	253
handful	a handful of <W>	253
<M>	<M> of stature	253
<M>	150,000 <M>	252
<M>	hundred <M>	252
books	books and <M>	252
corps	a corps of <M>	252
need	need of <M>	252
<M>	<M> of habits	252
<W>	several other <W>	252
<M>	the <M> in it	251
officers	two officers and <M>	251
<M>	<M> in office	251
<M>	30 <M>	251
<M>	<M> distinguished	251
<M>	nineteen <M>	251
<M>	the <M> have been	251
<M>	<M> took	250
<W>	<W> experience	250
<M>	<M> of fortune	250
<M>	<M> of understanding	250
committee	a committee of <M>	250
<M>	the <M> gathered	249
<W>	the hebrew <W>	249
labor	the labor of <W>	249
<M>	those other <M>	249
<W>	<W> were not	249
nations	all nations of <M>	249
line	a long line of <M>	249
quarters	the <M> 's quarters	248
<W>	<W> used	248
<W>	the <W> of the household	248
dozens	dozens of <W>	248
<W>	<W> carrying	248
gods	gods or <M>	248
sight	sight of the <M>	247
knowledge	his knowledge of <M>	247
<M>	<M> saw	247
conditions	conditions of <M>	247
will	the will of <M>	247
dress	the dress of the <W>	247
world	the world of <W>	246
<M>	the ten <M>	246
<W>	<W> and <W>	246
<M>	<M> high	246
<M>	many eminent <M>	246
command	command of <M>	246
<M>	<M> of mind	245
head	the head of the <M>	245
<M>	<M> to work	245
pregnancy	pregnancy in <W>	245
<M>	the <M> had seen	245
<W>	<W> attending	245
<M>	the <M> selected	245
<M>	young <M> are	244
flowers	the <W> flowers	244
percent	about percent of <W>	244
<M>	<M> seemed	244
<W>	<W> took	244
<M>	<M> taking	244
<W>	the <W> here	243
classes	classes of <M>	243
file	a file of <M>	243
equality	the equality of all <M>	243
succession	a succession of <M>	243
<M>	<M> making	243
imaginations	the imaginations of <M>	243
<W>	the same <W>	242
portraits	portraits of <M>	242
<M>	the <M> of the town	242
<M>	<M> of races	242
<W>	the <W> love	242
folk	the <W> folk	242
<M>	the ablest <M>	242
<M>	<M> acting	241
lot	a lot of the <M>	241
relations	the relations between <M>	241
<M>	the <M> in power	241
relationship	the relationship between <M>	241
%	up % of <W>	241
stories	stories of <W>	241
<M>	all the <M> were	241
<M>	<M> must be saved	240
<M>	the <M> of ulster	240
relation	relation to <W>	240
<M>	<M> call	240
<M>	<M> old	240
<M>	these other <M>	240
<W>	the <W> had	239
<M>	other <M> s	239
classes	two classes of <M>	239
<W>	<W> knew	238
acts	the acts of <M>	238
applause	the applause of <M>	238
voices	the <M> 's voices	238
<M>	these learned <M>	238
<M>	<M> seek	238
form	the <M> form	238
community	a community of <M>	238
figure	the <M> figure	238
<M>	<M> in places	238
group	a little group of <M>	238
welfare	the welfare of <M>	237
<M>	all sensible <M>	237
<M>	<M> of this class	237
<M>	<M> worthy	237
happiness	the happiness of <M>	237
shape	the shape of <M>	237
<M>	<M> had known	237
<M>	<M> come	237
body	the body of <M>	237
<M>	the common <M>	236
<M>	<M> of his class	236
<M>	the brave <M>	236
<M>	few white <M>	236
<W>	the eternal <W>	236
<W>	three young <W>	235
<W>	the pregnant <W>	235
<M>	my <M> and i	234
<M>	all the <M> in the world	234
<M>	12 <M>	234
<M>	the <M> on shore	234
<M>	<M> using	234
images	images of <M>	234
<M>	<M> had seen	234
<M>	<M> stood	234
<M>	the elder <M>	234
<W>	<W> in the group	234
arms	the arms of <M>	234
<M>	<M> of strength	233
education	higher education for <W>	233
<M>	500,000 <M>	233
<M>	<M> bearing	233
<M>	<M> of this type	233
fear	fear of <M>	233
<M>	<M> here	233
<M>	<M> of knowledge	233
<M>	both <M> and animals	232
order	an order of <M>	232
<W>	<W> and slaves	232
<M>	two armed <M>	232
<M>	<M> have lived	232
companion	his <W> companion	231
<M>	<M> of the rank	231
<W>	some <W> and children	231
<M>	the head <M>	231
class	any other class of <M>	231
<W>	<W> and politics	231
breasts	the breasts of <M>	230
<M>	the <M> in the trenches	230
detail	a detail of <M>	230
<M>	<M> qualified	230
<M>	the local <M>	230
<W>	only the <W>	230
<M>	those wicked <M>	230
<W>	the two old <W>	230
voices	voices of <M>	230
appearance	the appearance of <M>	230
<M>	the <M> of nineveh	230
<M>	his three <M>	230
existence	the existence of <M>	229
esteem	the esteem of <M>	229
fortunes	the fortunes of <M>	229
<M>	<M> from sin	229
<W>	<W> around the world	228
hearts	the hearts of the <W>	228
ideas	the ideas of <M>	228
<M>	<M> see	228
<M>	<M> felt	228
behalf	behalf of <M>	228
crowd	the crowd of <W>	228
<W>	<W> in areas	228
feet	the feet of the <M>	227
instances	instances of <M>	227
<W>	twelve <W>	227
presence	the presence of the <W>	227
<M>	the <M> put	227
<M>	<M> in a state	227
<M>	the <M> go	227
<M>	<M> on both sides	226
management	the management of <M>	226
type	the type of <M>	226
<M>	his chief <M>	226
<M>	<M> possess	226
daughters	daughters of <M>	226
<M>	the <M> behind	226
stories	stories of <M>	226
partners	their <W> partners	226
<M>	<M> went	226
training	the training of <M>	226
<W>	<W> of descent	226
<M>	the <M> of kent	225
<M>	<M> of capacity	225
<M>	<M> passing	225
appearance	the appearance of the <M>	225
flesh	the flesh of <M>	225
<M>	like other <M>	225
<M>	<M> able	225
team	a team of <M>	225
<M>	these two great <M>	224
<M>	the <M> sought	224
<M>	the <M> carrying	224
<M>	<M> in the states	224
<W>	a single <W>	224
<M>	the two older <M>	223
<M>	<M> to live	223
thought	the thought of <M>	223
<M>	<M> ]	223
saviour	the saviour of all <M>	223
bunch	a bunch of <W>	223
killing	the killing of <M>	222
<M>	the <M> under his command	222
<M>	18,000 <M>	222
<M>	two thousand <M>	222
element	the <M> element	222
<W>	the <W> alone	221
<M>	all their <M>	221
pronoun	the <M> pronoun	221
body	such a body of <M>	221
numbers	increasing numbers of <W>	220
bird	the <W> bird	220
group	a large group of <M>	220
remainder	the remainder of the <M>	220
<W>	<W> with levels	220
<M>	these wicked <M>	220
members	the <W> members	220
<M>	the <M> composed	220
<M>	<M> of piety	219
<M>	8000 <M>	219
image	the image of <W>	219
<W>	the <W> there	219
<M>	<M> of principles	219
<M>	the bravest <M>	219
<M>	his wise <M>	219
<M>	<M> with guns	219
<M>	<M> trying	218
<M>	<M> had served	218
figure	a <M> figure	218
<M>	the <M> having	218
<M>	such <M> as you	218
<M>	<M> of family	218
<M>	<M> of estate	218
<M>	the <M> of the species	218
<M>	<M> <M>	218
friends	his <W> friends	218
<M>	<M> seem	218
<M>	<M> eminent	218
<M>	the dominant <M>	218
charge	charge of the <M>	218
<M>	<M> like himself	217
boys	boys or <M>	217
<M>	the <M> died	217
control	the control of <M>	217
ratio	the <W> ratio	217
<M>	<M> of substance	217
<M>	<M> ought	217
number	the same number of <M>	216
<W>	any other <W>	216
beasts	beasts and <M>	216
<W>	some other <W>	216
case	the case of the <W>	216
officers	three officers and <M>	216
characters	the <M> characters	216
peers	their <M> peers	216
<W>	<W> elected	215
<W>	<W> in africa	215
<W>	all those <W>	215
<M>	the <M> meet	215
<W>	the best <W>	215
<M>	<M> sent	215
confidence	the confidence of <M>	215
names	names of <M>	215
duty	the duty of <M>	215
artists	artists and <M>	214
absence	the absence of <W>	214
<M>	many distinguished <M>	214
<W>	<W> made	214
<M>	<M> of	213
<W>	100 <W>	213
<M>	<M> and materials	213
<M>	the <M> sat	213
<W>	<W> in england	213
<W>	the <W> of the classes	213
<W>	<W> old	213
<M>	those <M> have	213
body	a <M> body	213
contact	contact with <W>	213
benefit	the benefit of <M>	213
<M>	<M> free	213
<M>	<M> calling	212
<M>	a black <M>	212
leader	a born leader of <M>	212
roles	the roles of <M>	212
relations	his relations with <W>	212
<M>	young <M> were	212
captain	the captain and his <M>	212
<W>	the <W> of india	212
spirit	the spirit of <M>	212
role	the <W> role	212
<W>	all the <W> in the world	211
<M>	the <M> belonging	211
<W>	not many <W>	211
<M>	the <M> in the group	211
ignorance	the ignorance of <M>	211
<M>	the slavery <M>	211
<M>	the circus <M>	211
houses	the houses of <M>	211
system	the <M> reproductive system	210
blacks	blacks and <W>	210
<W>	<W> wish	210
<W>	<W> become	210
<M>	some <M> are	210
life	the life of <W>	210
sight	the sight of the <M>	210
lives	the lives of his <M>	210
<W>	<W> married	210
<M>	the <M> in her life	210
care	the care of <W>	210
friends	my <W> friends	209
<W>	the only <W>	209
run	the common run of <M>	209
<W>	<W> to be	209
<M>	the wrong <M>	209
<M>	5 <M>	209
<W>	the french <W>	209
<M>	<M> of this stamp	209
<M>	<M> of nations	209
hands	the hands of a <M>	209
officers	many officers and <M>	209
assistance	the assistance of <M>	209
love	love with <W>	209
acquaintance	the acquaintance of <M>	208
<M>	only three <M>	208
<M>	<M> placed	208
relationship	the relationship between <W>	208
<W>	<W> in prison	208
<W>	<W> as objects	208
<W>	all good <W>	208
<M>	my best <M>	208
<M>	the <M> had made	207
<W>	<W> serving	207
<M>	young <M> whose	207
work	the work of <M> 's hands	207
<M>	<M> from	207
manner	the manner of <W>	207
beauty	the beauty of the <W>	207
<W>	<W> and families	206
<M>	<M> connected	206
advice	the advice of <M>	206
<M>	the revenue <M>	206
<M>	her young <M>	206
faith	the faith of <M>	206
inclusion	the inclusion of <W>	206
<M>	<M> look	206
<M>	the <M> named	206
<M>	<M> of virtue	206
<M>	<M> playing	206
crimes	crimes against <W>	205
<M>	<M> needed	205
ruler	a ruler of <M>	205
<M>	young <M> and boys	205
children	the children of <W>	205
<M>	both the young <M>	205
cohort	a cohort of <W>	205
service	the service of <M>	205
<W>	the five <W>	205
<M>	the two <M> standing	205
respect	the respect of <M>	205
<M>	the <M> of sodom	205
column	a column of <M>	205
difference	the difference between the <M>	204
<W>	<W> with pain	204
half	half of the <W>	204
brain	the <W> brain	204
<M>	its young <M>	204
<M>	the richest <M> in the world	204
<M>	<M> better	204
<M>	<M> of wisdom	203
sample	a sample of <M>	203
members	the <M> members	203
<W>	many black <W>	203
will	good will to <M>	203
<M>	<M> approaching	203
partner	a <M> partner	203
boys	boys and <W>	203
minds	all <M> 's minds	203
opinion	the opinion of the <M>	203
<W>	<W> <W>	203
<M>	<M> possessing	203
subject	the <M> subject	203
brain	the <M> brain	202
leaders	leaders of <M>	202
<W>	<W> and their children	202
story	the story of <M>	202
eyes	the <M> 's eyes	202
<W>	the <W> of the country	202
blood	the blood of <W>	202
<W>	<W> have been	202
<M>	the single <M>	202
<M>	some learned <M>	201
